[command] python /root/code/lunwne/lunwen/train_ig.py --num_epochs 200 --intent_source dynamic --num_hidden 256 --num_proj_hidden 256 --num_edge_hidden 32 --adv_lambda 0 --lambda_intent 0.1 --encoder hii --num_layers 2 --hii_heads 1 --icra_heads 1 --icra_dim 64 --sparsify_topk 10 --disable_candidate_edges --lambda_cand_bce 0 --lambda_rel_entropy 0.02 --cs_full_graph --cs_num_queries 40 --cs_topk 5,10,20,50,oracle --cs_w_list 0.14 --greedy_patience 1 --greedy_min_gain_tol 1e-4 --frontier_batch_size 2 --greedy_connectivity_boost 0 --greedy_select_mode first_drop --intent_rerank_alpha 0 --lambda_ic_spnm 0 --compute_structure_metrics --ckpt_interval 0 --cs_relations apa,apcpa,aptpa --lambda_ilssc 0.1 --ilssc_seed_size 8 --ilssc_hard_pool 2048 --ilssc_neg_mode conservative --ilssc_gate_mode prior --greedy_init_seed_size 1 --ilssc_high_order_beta 0.2 --greedy_high_order_beta 0.2 --greedy_comm_direct_beta 0.1 --greedy_comm_cohesion_beta 0.05 --greedy_boundary_gamma 0.03 --greedy_hse_pool_size 512 --ilssc_warmup_epochs 10 --ilssc_ramp_epochs 30 --dataset DBLP --model_name idbr_bridge02_fast --idbr_bridge_beta 0.2 --idbr_bridge_steps 2,4 --idbr_bridge_decay 0.7 --idbr_bridge_max_states 100 --greedy_hse_pool_size 64
[log] 运行日志写入: log/run_DBLP_20260812_110650.log
[config] cand_sources=embed num_cand_per_node=0 cand_label_mode=soft cand_dist_k=16 cand_dist_tau=0.2 lambda_cand_bce=0.0 lambda_ic_spnm=0.0 ic_spnm_pos=20 ic_spnm_neg=256 ic_spnm_hard_pool=2048 ic_spnm_pos_mode=neighbor ic_spnm_frontier_ratio=0.5 ic_spnm_frontier_hops=2 lambda_ilssc=0.1 ilssc_seed_size=8 ilssc_neg=256 ilssc_hard_pool=2048 ilssc_hops=2 ilssc_neg_mode=conservative ilssc_gate_mode=prior ilssc_high_order_beta=0.2 ilssc_warmup=10 ilssc_ramp=30 ilssc_use_intent_dist=False intent_dist_k=16 intent_dist_tau=0.2 intent_dist_beta=0.5 intent_dist_proto_mode=random intent_dist_stable=False intent_dist_update_interval=10 intent_dist_ema=0.7 intent_dist_anchor_pool=0 intent_dist_conf_tau=0.05 intent_dist_min_conf=0.0 relation_fusion=icra cs_topk=(5, 10, 20, 50, 'oracle') cs_w_list=(0.14,) greedy_patience=1 greedy_min_gain_tol=0.0001 frontier_batch_size=2 greedy_connectivity_boost=0.0 greedy_select_mode=first_drop greedy_init_seed_size=1 greedy_init_seed_hops=1 greedy_init_seed_conn_beta=0.3 greedy_high_order_beta=0.2 greedy_comm_cohesion_beta=0.05 greedy_comm_direct_beta=0.1 greedy_boundary_gamma=0.03 greedy_hse_pool_size=64 greedy_hse_normalize=False greedy_hse_density=False greedy_hse_density_alpha=1.0 idbr_bridge_beta=0.2 idbr_bridge_steps=(2, 4) idbr_bridge_decay=0.7 idbr_bridge_max_states=100 greedy_recall_expand_size=0 greedy_recall_min_sim_delta=0.0 include_query_in_pred=False eval_perturb=none:0.0 model_name=idbr_bridge02_fast seed=123
Using CPU
Using GPU: NVIDIA GeForce RTX 2080 Ti
  [cs_full_graph] DBLP: merged ['apa.npz', 'apcpa.npz', 'aptpa.npz'] -> 8947540 directed edges (no sparsify)
/root/miniconda3/lib/python3.8/site-packages/scipy/sparse/_index.py:146: SparseEfficiencyWarning: Changing the sparsity structure of a csr_matrix is expensive. lil_matrix is more efficient.
  self._set_arrayXarray(i, j, x)
  [sparsify] apcpa.npz: 5000495 -> 80544 edges (avg_deg 1233 -> 20, top-k=10)
  [sparsify] aptpa.npz: 7043571 -> 77930 edges (avg_deg 1736 -> 19, top-k=10)
[data] 多关系 R=3: apa(7056 edges), apcpa(80544 edges), aptpa(77930 edges)
[intent] dynamic query-based, dim=256
[encoder] MultiRelation+ICRA  R=3 hii_heads=1 icra_heads=1 icra_dim=64
[ILSSC] 全量图邻接表就绪, lambda=0.1, seed=8 neg=256 B=8 pool=2048 hops=2 frontier_pool=128 conn_beta=0.3 sim_beta=0.5 high_order_beta=0.2 proto_alpha=0.5 use_intent_dist=False dist_k=16 dist_tau=0.2 dist_beta=0.5 dist_proto_mode=random dist_stable=False dist_update_interval=10 dist_ema=0.7 dist_conf_tau=0.05 dist_min_conf=0.0
(T) | Epoch=001, loss=7.7095, con=7.3516, intent=5.0260, rec=0.0010, ilssc=0.0000, il_lam=0.0000, this epoch 1.5161, total 6.4458  alpha=[apa:0.340, apcpa:0.338, aptpa:0.322]
(T) | Epoch=189, loss=7.2166, con=6.5970, intent=2.2803, rec=0.0005, ilssc=4.1154, il_lam=0.1000, il_q=8, il_seed=0.997, il_sim=0.646, il_conn=0.001, il_dist=0.000, il_high=0.780, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.123, il_neg_dist=0.000, il_neg_high=0.521, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.9264, total 533.7958
(T) | Epoch=190, loss=7.2159, con=6.5982, intent=2.2826, rec=0.0005, ilssc=4.0935, il_lam=0.1000, il_q=8, il_seed=0.996, il_sim=0.588, il_conn=0.000, il_dist=0.000, il_high=0.789, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.070, il_neg_dist=0.000, il_neg_high=0.466, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.7879, total 536.5836  alpha=[apa:0.174, apcpa:0.406, aptpa:0.420]
(T) | Epoch=191, loss=7.1812, con=6.5972, intent=2.2794, rec=0.0005, ilssc=3.7605, il_lam=0.1000, il_q=8, il_seed=0.997, il_sim=0.704, il_conn=0.000, il_dist=0.000, il_high=0.773, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.031, il_neg_dist=0.000, il_neg_high=0.511, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.2889, total 539.8725
(T) | Epoch=192, loss=7.1755, con=6.5961, intent=2.2785, rec=0.0005, ilssc=3.7139, il_lam=0.1000, il_q=8, il_seed=0.997, il_sim=0.674, il_conn=0.000, il_dist=0.000, il_high=0.796, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=-0.009, il_neg_dist=0.000, il_neg_high=0.512, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.9321, total 542.8047
(T) | Epoch=193, loss=7.2086, con=6.5942, intent=2.2786, rec=0.0005, ilssc=4.0649, il_lam=0.1000, il_q=8, il_seed=0.996, il_sim=0.636, il_conn=0.001, il_dist=0.000, il_high=0.754, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.116, il_neg_dist=0.000, il_neg_high=0.461, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.2784, total 546.0831
(T) | Epoch=194, loss=7.2072, con=6.5918, intent=2.2788, rec=0.0005, ilssc=4.0754, il_lam=0.1000, il_q=8, il_seed=0.996, il_sim=0.606, il_conn=0.001, il_dist=0.000, il_high=0.803, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.085, il_neg_dist=0.000, il_neg_high=0.422, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.9016, total 548.9847
(T) | Epoch=195, loss=7.1950, con=6.5913, intent=2.2764, rec=0.0005, ilssc=3.9607, il_lam=0.1000, il_q=8, il_seed=0.997, il_sim=0.686, il_conn=0.001, il_dist=0.000, il_high=0.804, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.083, il_neg_dist=0.000, il_neg_high=0.449, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.7469, total 551.7315
(T) | Epoch=196, loss=7.2545, con=6.5961, intent=2.2756, rec=0.0005, ilssc=4.5104, il_lam=0.1000, il_q=8, il_seed=0.996, il_sim=0.578, il_conn=0.001, il_dist=0.000, il_high=0.749, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.238, il_neg_dist=0.000, il_neg_high=0.429, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.0383, total 554.7698
(T) | Epoch=197, loss=7.2059, con=6.6033, intent=2.2751, rec=0.0005, ilssc=3.9530, il_lam=0.1000, il_q=8, il_seed=0.997, il_sim=0.707, il_conn=0.001, il_dist=0.000, il_high=0.814, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.110, il_neg_dist=0.000, il_neg_high=0.435, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.9187, total 557.6885
(T) | Epoch=198, loss=7.1838, con=6.6063, intent=2.2739, rec=0.0005, ilssc=3.7032, il_lam=0.1000, il_q=8, il_seed=0.997, il_sim=0.774, il_conn=0.001, il_dist=0.000, il_high=0.760, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.072, il_neg_dist=0.000, il_neg_high=0.440, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.9795, total 560.6680
(T) | Epoch=199, loss=7.2208, con=6.6030, intent=2.2744, rec=0.0006, ilssc=4.1060, il_lam=0.1000, il_q=8, il_seed=0.997, il_sim=0.617, il_conn=0.001, il_dist=0.000, il_high=0.771, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.110, il_neg_dist=0.000, il_neg_high=0.494, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.0220, total 563.6900
(T) | Epoch=200, loss=7.1914, con=6.5993, intent=2.2742, rec=0.0006, ilssc=3.8484, il_lam=0.1000, il_q=8, il_seed=0.997, il_sim=0.695, il_conn=0.000, il_dist=0.000, il_high=0.756, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.065, il_neg_dist=0.000, il_neg_high=0.451, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.0869, total 566.7769  alpha=[apa:0.186, apcpa:0.403, aptpa:0.411]
[ckpt] final checkpoint saved -> checkpoints/ckpt_idbr_bridge02_fast_DBLP_hii.pt
